devDesc,mpps_avg,mpps_stdDev,mbit_avg,mbit_stdDev,wirembit_avg,bytes_total,packets_total
txCtr,6.867052,0.043080,3515.930202,22.057048,4614.658475,143667951.000000,9194748864.000000
rxCtr,6.876909,0.000607,3520.977573,0.313643,4621.283064,143667950.000000,9194748800.000000
