devDesc,mpps_avg,mpps_stdDev,mbit_avg,mbit_stdDev,wirembit_avg,bytes_total,packets_total
txCtr,10.117489,0.049827,5180.153892,25.510345,6798.952118,210042746.000000,13442735744.000000
rxCtr,6.779712,0.001585,3471.212860,0.814402,4555.966811,140717965.000000,9005949760.000000
