devDesc,mpps_avg,mpps_stdDev,mbit_avg,mbit_stdDev,wirembit_avg,bytes_total,packets_total
txCtr,6.755788,0.042606,3458.963123,21.814488,4539.889192,140701550.000000,9004899200.000000
rxCtr,6.765529,0.000250,3463.951172,0.125858,4546.435837,140701549.000000,9004899136.000000
