devDesc,mpps_avg,mpps_stdDev,mbit_avg,mbit_stdDev,wirembit_avg,bytes_total,packets_total
txCtr,10.243892,0.048641,5244.872185,24.904236,6883.894879,215350266.000000,13782417024.000000
rxCtr,10.254714,0.000783,5250.413744,0.410600,6891.167967,215350265.000000,13782416960.000000
