devDesc,mpps_avg,mpps_stdDev,mbit_avg,mbit_stdDev,wirembit_avg,bytes_total,packets_total
txCtr,10.327757,0.051115,5287.811426,26.171134,6940.252623,215178439.000000,13771420096.000000
rxCtr,10.339455,0.000830,5293.801168,0.429169,6948.113966,215178438.000000,13771420032.000000
