devDesc,mpps_avg,mpps_stdDev,mbit_avg,mbit_stdDev,wirembit_avg,bytes_total,packets_total
txCtr,10.243281,0.049828,5244.559191,25.512318,6883.484089,213424283.000000,13659154112.000000
rxCtr,10.254653,0.000868,5250.382566,0.443516,6891.127050,213424282.000000,13659154048.000000
