8921,1
8947,1
8954,1
8958,1
8960,2
8961,2
8962,1
8963,2
8964,1
8965,2
8966,1
8967,1
8968,1
8970,2
8973,3
8974,2
8975,2
8977,1
8978,1
8979,2
8980,2
8981,5
8982,2
8983,3
8984,2
8985,2
8986,2
8987,3
8989,4
8990,2
8992,5
8993,2
8994,2
8995,2
8996,2
8997,1
8998,2
8999,2
9000,5
9001,3
9002,2
9003,3
9004,3
9005,6
9006,4
9007,2
9008,6
9009,2
9010,2
9011,6
9012,3
9013,5
9014,1
9015,2
9016,1
9017,2
9018,2
9019,1
9020,1
9021,1
9022,1
9024,5
9025,3
9026,1
9027,3
9028,2
9030,4
9032,4
9033,1
9034,3
9035,1
9036,3
9037,5
9038,1
9039,1
9040,4
9041,1
9042,3
9043,3
9045,3
9046,1
9050,1
9051,2
9053,1
9054,1
9056,2
9058,1
9059,3
9061,1
9064,1
9065,2
9066,2
9069,1
9070,1
9072,1
9075,1
9078,1
9086,1
9097,1
9100,1
9114,1
9126,1
9127,1
9142,1
9159,1
9171,1
9175,1
9192,1
9289,1
9338,1
9501,1
9576,1
9598,1
9637,1
9909,1
10032,1
10648,1
11709,1
27993,1
30717,1
31462,1
31639,1
32685,1
32717,1
32765,1
32822,1
33379,1
33417,1
33595,1
33678,1
33784,1
33960,1
33965,1
34032,1
34150,1
34160,1
34179,1
34252,1
34262,1
34318,1
34326,1
34637,1
34688,1
34739,1
34768,1
34789,1
34808,1
34878,1
34885,1
34896,1
34940,1
34963,1
34980,1
35024,1
35136,1
35180,1
35203,1
35208,1
35293,1
35360,1
35395,1
35400,1
35462,1
35468,1
35515,1
35520,1
35539,1
35642,1
35645,1
35706,1
35728,1
35738,1
35778,1
35780,1
35816,1
35820,1
35914,1
35946,1
35955,1
35974,1
36002,1
36003,1
36029,2
36040,1
36061,1
36092,1
36097,1
36129,1
36138,1
36166,1
36182,1
36207,1
36216,2
36263,1
36270,1
36275,1
36278,1
36284,1
36296,1
36323,1
36350,1
36365,1
36371,1
36374,1
36380,1
36440,2
36445,1
36461,1
36490,1
36498,1
36551,1
36629,1
36657,1
36688,1
36754,1
36760,1
36793,1
36816,1
36819,1
36861,1
36872,1
36930,1
36942,1
36944,1
36947,1
36948,1
36958,2
36989,1
37002,1
37009,1
37026,1
37032,1
37090,1
37093,1
37095,1
37104,1
37107,1
37117,1
37128,1
37141,1
37147,1
37151,1
37157,1
37167,1
37173,1
37214,1
37221,1
37226,1
37277,1
37299,1
37305,1
37315,1
37333,1
37346,1
37351,1
37368,1
37376,1
37395,2
37408,1
37445,1
37447,1
37449,1
37453,1
37455,1
37482,1
37483,1
37489,1
37490,1
37495,1
37502,1
37504,1
37507,1
37511,1
37539,1
37549,1
37593,1
37611,1
37616,1
37629,1
37642,2
37682,1
37699,1
37712,1
37715,1
37718,1
37744,1
37752,1
37757,1
37762,2
37769,1
37782,1
37801,1
37808,1
37814,1
37837,1
37843,1
37850,1
37853,1
37856,1
37881,1
37883,1
37888,1
37891,1
37901,1
37904,1
37930,1
37933,1
37943,1
37954,1
37955,2
37960,2
37995,1
37998,1
38008,1
38016,1
38017,1
38021,1
38022,2
38040,1
38048,1
38051,1
38064,1
38067,1
38082,1
38089,1
38092,1
38101,2
38106,1
38112,1
38117,1
38119,1
38122,1
38126,1
38134,1
38144,1
38160,1
38162,1
38167,1
38173,1
38181,1
38214,1
38227,1
38234,1
38243,1
38248,1
38250,1
38272,1
38274,1
38277,1
38280,1
38284,1
38298,1
38300,1
38307,1
38317,1
38325,1
38344,1
38353,1
38358,1
38363,1
38366,1
38368,1
38389,1
38400,1
38401,1
38413,1
38414,1
38444,1
38448,1
38456,1
38458,1
38459,1
38491,1
38512,1
38514,1
38520,1
38538,1
38544,2
38546,1
38549,1
38563,1
38580,1
38581,1
38595,1
38606,1
38621,1
38627,1
38644,1
38653,1
38667,1
38673,1
38683,1
38693,1
38698,1
38706,1
38707,1
38712,1
38713,2
38717,1
38720,1
38727,1
38730,1
38732,1
38737,1
38738,1
38742,1
38749,1
38752,1
38756,1
38771,1
38775,1
38778,2
38784,1
38788,1
38791,1
38792,1
38793,1
38797,1
38800,1
38803,1
38804,1
38807,1
38818,1
38827,1
38836,1
38839,1
38845,1
38851,1
38856,2
38867,2
38872,1
38878,1
38887,1
38888,1
38894,1
38901,1
38904,1
38913,1
38924,1
38929,1
38937,1
38940,1
38947,1
38954,1
38958,1
38960,1
38962,1
38978,1
38986,1
38987,1
38998,2
39000,1
39003,1
39031,2
39036,1
39049,1
39069,1
39082,1
39083,1
39093,1
39106,1
39109,1
39111,2
39114,1
39124,1
39142,1
39147,1
39157,1
39170,1
39172,1
39173,1
39182,1
39193,1
39200,1
39210,1
39216,1
39228,1
39242,1
39257,1
39275,1
39286,1
39296,2
39301,1
39304,1
39312,1
39314,1
39324,1
39328,1
39344,1
39346,1
39352,1
39353,1
39355,1
39363,1
39370,1
39381,1
39382,1
39390,1
39393,1
39395,1
39397,1
39400,1
39401,1
39418,1
39422,1
39425,1
39426,1
39432,1
39437,1
39440,1
39447,1
39483,1
39485,1
39490,1
39491,1
39507,1
39511,1
39512,1
39513,2
39523,1
39524,2
39531,1
39533,2
39548,1
39555,1
39556,1
39562,1
39570,1
39572,1
39578,1
39580,1
39584,1
39586,1
39587,1
39590,1
39592,1
39606,1
39608,1
39613,1
39619,2
39632,1
39637,1
39640,1
39642,1
39658,1
39669,1
39673,1
39678,1
39693,1
39694,1
39696,1
39702,1
39704,1
39726,1
39728,1
39731,1
39757,1
39773,1
39789,1
39802,1
39805,1
39808,2
39818,1
39822,1
39828,1
39833,1
39846,1
39849,2
39853,1
39859,1
39875,2
39886,1
39890,1
39891,1
39899,1
39900,1
39902,1
39912,1
39931,1
39938,1
39958,1
39959,1
39961,1
39982,1
39989,1
39998,1
40000,1
40002,1
40003,1
40005,1
40006,1
40009,2
40016,1
40025,1
40027,1
40034,1
40038,1
40046,1
40051,1
40078,1
40094,1
40096,1
40102,1
40106,1
40110,1
40112,1
40132,1
40134,1
40142,1
40155,1
40165,2
40179,1
40183,1
40187,1
40194,1
40203,1
40206,1
40218,1
40221,1
40224,2
40229,1
40236,1
40239,1
40242,1
40243,1
40246,1
40256,1
40283,1
40288,1
40297,1
40299,1
40307,1
40311,1
40316,1
40320,1
40322,1
40323,1
40332,1
40339,1
40344,1
40352,1
40371,1
40380,1
40386,1
40387,1
40392,1
40395,1
40397,1
40400,1
40409,1
40411,1
40414,1
40418,1
40420,1
40424,1
40434,1
40435,2
40447,1
40448,1
40450,2
40464,1
40470,1
40496,1
40510,1
40525,2
40526,1
40528,1
40531,1
40533,1
40534,1
40539,1
40543,1
40547,1
40565,1
40582,1
40584,1
40586,1
40587,1
40600,1
40608,1
40609,1
40613,1
40623,1
40626,1
40627,1
40638,1
40650,1
40660,1
40662,1
40672,2
40674,1
40680,1
40682,1
40696,1
40698,1
40699,2
40707,1
40709,2
40713,1
40723,1
40726,2
40729,1
40735,1
40736,2
40737,1
40750,1
40751,1
40752,1
40765,1
40769,1
40779,1
40781,1
40795,1
40802,1
40803,1
40805,1
40808,1
40814,1
40816,1
40818,1
40822,1
40826,1
40829,1
40832,1
40834,1
40835,1
40837,1
40838,1
40848,1
40850,2
40851,1
40882,1
40885,1
40886,1
40896,1
40898,1
40899,2
40901,2
40904,1
40907,1
40908,1
40912,1
40917,1
40918,1
40923,1
40924,1
40925,1
40927,1
40934,1
40936,1
40937,1
40944,1
40953,1
40955,1
40962,1
40963,1
40971,1
40976,1
40977,1
40984,1
40989,2
40997,1
41000,1
41001,1
41003,1
41005,1
41008,1
41011,3
41013,1
41018,1
41027,1
41032,1
41038,1
41041,1
41046,1
41048,1
41056,1
41057,1
41062,1
41064,1
41069,1
41076,1
41080,1
41085,2
41087,1
41088,1
41093,1
41103,1
41104,1
41114,1
41133,1
41134,1
41136,1
41138,1
41145,1
41150,1
41152,1
41160,1
41165,1
41168,1
41170,1
41173,1
41175,1
41179,1
41184,1
41195,1
41198,1
41199,1
41204,2
41205,1
41206,1
41210,1
41211,1
41213,1
41218,1
41223,1
41228,1
41229,1
41244,1
41263,1
41264,1
41267,1
41269,1
41283,2
41287,1
41302,1
41306,1
41309,1
41312,1
41315,1
41316,1
41317,1
41323,1
41337,1
41341,1
41347,1
41349,1
41350,2
41353,1
41358,1
41368,1
41371,1
41374,1
41375,1
41376,1
41378,1
41381,1
41387,1
41389,1
41396,1
41398,1
41400,1
41427,1
41428,1
41432,1
41442,1
41443,1
41444,1
41445,1
41458,1
41461,1
41464,1
41472,1
41483,1
41491,1
41493,1
41497,1
41498,1
41499,1
41501,1
41504,1
41506,1
41509,1
41513,1
41516,1
41518,1
41525,1
41527,1
41530,1
41531,1
41536,1
41545,1
41547,1
41549,1
41554,1
41557,1
41562,2
41565,2
41573,1
41575,1
41583,1
41584,1
41593,1
41595,1
41596,2
41601,1
41613,1
41614,1
41616,1
41619,1
41624,1
41625,1
41632,1
41640,1
41642,1
41645,1
41646,1
41648,1
41656,1
41664,1
41671,1
41672,1
41673,1
41679,1
41686,3
41687,1
41689,1
41699,4
41705,1
41706,1
41709,1
41712,1
41720,1
41738,1
41744,1
41747,2
41749,2
41755,1
41757,1
41760,1
41769,1
41773,1
41775,1
41779,1
41783,1
41784,1
41792,1
41793,1
41796,1
41803,1
41811,1
41813,2
41821,1
41824,1
41827,1
41830,1
41837,1
41839,1
41840,1
41842,1
41848,1
41850,1
41851,1
41856,1
41866,1
41876,1
41882,1
41885,1
41886,2
41888,1
41890,2
41896,1
41901,1
41904,1
41907,1
41909,1
41910,1
41917,1
41921,2
41922,1
41923,2
41925,1
41928,1
41933,2
41939,2
41942,1
41949,2
41952,1
41955,2
41968,2
41971,2
41976,1
41990,1
41991,2
42002,1
42004,1
42011,1
42013,1
42016,2
42018,1
42026,1
42029,1
42030,2
42032,1
42037,1
42039,1
42051,1
42052,2
42053,2
42062,1
42066,1
42071,1
42072,1
42077,2
42078,1
42089,1
42090,1
42095,1
42096,1
42099,1
42101,1
42103,1
42106,1
42109,1
42110,1
42115,1
42117,3
42121,1
42123,1
42128,3
42129,1
42130,1
42132,1
42134,1
42137,1
42138,1
42144,1
42147,1
42148,2
42152,1
42154,1
42155,2
42164,1
42166,1
42167,1
42168,3
42169,1
42171,1
42177,1
42178,1
42179,2
42181,2
42183,1
42184,1
42189,2
42192,1
42195,1
42198,1
42202,1
42205,1
42207,1
42208,1
42214,1
42216,1
42218,1
42220,1
42222,2
42224,1
42226,1
42227,1
42231,1
42233,1
42236,1
42240,1
42242,1
42245,1
42254,1
42256,1
42257,2
42260,1
42271,1
42275,1
42281,1
42284,1
42288,1
42291,1
42295,1
42298,1
42307,1
42311,1
42312,1
42315,2
42322,1
42326,1
42328,1
42331,1
42333,3
42339,1
42340,1
42342,1
42350,1
42352,2
42358,2
42359,1
42360,2
42364,1
42368,1
42369,1
42385,1
42386,1
42390,1
42391,1
42394,2
42397,2
42399,1
42400,1
42403,1
42404,1
42406,2
42410,1
42413,2
42414,1
42416,1
42420,1
42428,1
42429,1
42432,1
42439,1
42447,1
42449,1
42453,1
42456,1
42465,1
42468,1
42470,1
42472,1
42474,1
42478,1
42486,1
42489,1
42490,1
42491,2
42493,1
42494,1
42495,1
42498,1
42499,1
42505,1
42507,1
42509,2
42512,1
42525,1
42528,1
42536,1
42538,1
42541,1
42549,1
42550,1
42551,1
42553,1
42556,1
42560,1
42562,1
42563,2
42567,1
42568,1
42569,1
42574,1
42576,1
42583,1
42585,1
42586,1
42594,1
42595,1
42597,1
42600,1
42612,1
42614,1
42615,1
42622,1
42623,1
42629,1
42633,1
42636,1
42637,1
42642,1
42645,2
42646,2
42649,1
42650,3
42655,1
42657,1
42664,1
42667,1
42669,1
42670,1
42671,1
42672,2
42676,1
42677,1
42678,1
42683,2
42685,1
42686,1
42688,1
42690,1
42693,1
42694,1
42695,1
42696,1
42698,1
42699,1
42700,1
42701,1
42704,1
42706,1
42715,1
42720,3
42726,1
42735,1
42736,1
42748,1
42752,1
42755,1
42765,1
42769,1
42770,1
42771,1
42774,2
42776,1
42779,1
42781,1
42783,1
42784,1
42785,1
42795,1
42797,1
42803,1
42813,2
42814,1
42815,1
42816,2
42817,1
42830,1
42834,1
42835,1
42837,2
42839,1
42840,1
42842,2
42844,1
42848,2
42854,1
42858,2
42861,2
42864,1
42866,1
42870,1
42874,2
42878,1
42883,1
42885,1
42889,1
42891,1
42893,1
42895,1
42904,1
42907,1
42909,1
42910,1
42911,1
42918,1
42919,1
42925,1
42927,2
42930,1
42931,2
42932,1
42934,1
42936,2
42938,1
42939,1
42944,1
42947,1
42955,1
42957,2
