devDesc,mpps_avg,mpps_stdDev,mbit_avg,mbit_stdDev,wirembit_avg,bytes_total,packets_total
txCtr,9.326995,0.045393,4775.420890,23.241330,6267.740061,195447618.000000,12508647552.000000
rxCtr,9.328961,0.033462,4776.428412,17.133911,6269.062181,195287827.000000,12498420928.000000
