devDesc,mpps_avg,mpps_stdDev,mbit_avg,mbit_stdDev,wirembit_avg,bytes_total,packets_total
txCtr,9.460094,0.046985,4843.569076,24.056367,6357.184176,198207400.000000,12685273600.000000
rxCtr,9.412805,0.000941,4819.356204,0.481422,6325.405018,196991144.000000,12607433216.000000
