devDesc,mpps_avg,mpps_stdDev,mbit_avg,mbit_stdDev,wirembit_avg,bytes_total,packets_total
txCtr,8.553555,0.041253,4379.419786,21.120979,5747.988553,177751275.000000,11376081600.000000
rxCtr,8.533925,0.001054,4369.369947,0.535734,5734.797954,177142139.000000,11337096896.000000
