devDesc,mpps_avg,mpps_stdDev,mbit_avg,mbit_stdDev,wirembit_avg,bytes_total,packets_total
txCtr,10.492960,0.051904,5372.394969,26.574550,7051.268507,219244842.000000,14031669888.000000
rxCtr,10.353645,0.001252,5301.066298,0.639150,6957.649465,216089953.000000,13829756992.000000
