devDesc,mpps_avg,mpps_stdDev,mbit_avg,mbit_stdDev,wirembit_avg,bytes_total,packets_total
txCtr,10.406050,0.049762,5327.897050,25.478236,6992.864996,217997640.000000,13951848960.000000
rxCtr,10.215266,0.001140,5230.216630,0.585001,6864.659251,213765327.000000,13680980928.000000
