devDesc,mpps_avg,mpps_stdDev,mbit_avg,mbit_stdDev,wirembit_avg,bytes_total,packets_total
txCtr,6.747987,0.043328,3454.969204,22.184214,4534.647173,140953295.000000,9021010880.000000
rxCtr,6.744880,0.001326,3453.378583,0.677495,4532.559399,140700337.000000,9004821568.000000
