devDesc,mpps_avg,mpps_stdDev,mbit_avg,mbit_stdDev,wirembit_avg,bytes_total,packets_total
txCtr,14.864538,0.071951,7610.642831,36.838890,9988.968917,310229625.000000,19854696000.000000
rxCtr,9.360598,0.001035,4792.626570,0.531250,6290.322297,195151367.000000,12489687488.000000
