devDesc,mpps_avg,mpps_stdDev,mbit_avg,mbit_stdDev,wirembit_avg,bytes_total,packets_total
txCtr,8.801994,0.043495,4506.620677,22.270025,5914.939765,182606693.000000,11686828352.000000
rxCtr,8.811947,0.000636,4511.717016,0.329475,5921.628517,182606692.000000,11686828288.000000
