devDesc,mpps_avg,mpps_stdDev,mbit_avg,mbit_stdDev,wirembit_avg,bytes_total,packets_total
txCtr,5.892627,0.040161,3017.024728,20.562968,3959.845056,104839730.000000,6709742720.000000
rxCtr,5.892946,0.007818,3017.188818,4.008333,3960.060244,104588479.000000,6693662656.000000
