devDesc,mpps_avg,mpps_stdDev,mbit_avg,mbit_stdDev,wirembit_avg,bytes_total,packets_total
txCtr,8.445437,0.041511,4324.063391,21.253692,5675.333301,175670071.000000,11242884544.000000
rxCtr,8.454900,0.000753,4328.908902,0.391931,5681.692934,175670070.000000,11242884480.000000
