devDesc,mpps_avg,mpps_stdDev,mbit_avg,mbit_stdDev,wirembit_avg,bytes_total,packets_total
txCtr,14.864778,0.071225,7610.765644,36.467354,9989.130084,310654539.000000,19881890496.000000
rxCtr,8.517847,0.037231,4361.138002,19.058206,5723.993535,177832635.000000,11381288640.000000
