devDesc,mpps_avg,mpps_stdDev,mbit_avg,mbit_stdDev,wirembit_avg,bytes_total,packets_total
txCtr,10.160300,0.055462,5202.072933,28.395918,6827.720885,181501802.000000,11616115328.000000
rxCtr,6.943730,0.001099,3555.189646,0.562497,4666.186411,123892161.000000,7929098304.000000
