devDesc,mpps_avg,mpps_stdDev,mbit_avg,mbit_stdDev,wirembit_avg,bytes_total,packets_total
txCtr,14.861262,0.078943,7608.965219,40.418525,9986.767090,267240235.000000,17103375040.000000
rxCtr,9.367502,0.000709,4796.161261,0.367252,6294.961655,168068810.000000,10756403840.000000
