devDesc,mpps_avg,mpps_stdDev,mbit_avg,mbit_stdDev,wirembit_avg,bytes_total,packets_total
txCtr,6.717545,0.045694,3439.382455,23.395647,4514.189592,120338342.000000,7701653888.000000
rxCtr,6.728952,0.000689,3445.223177,0.354445,4521.855429,120338339.000000,7701653696.000000
