devDesc,mpps_avg,mpps_stdDev,mbit_avg,mbit_stdDev,wirembit_avg,bytes_total,packets_total
txCtr,9.326515,0.045188,4775.175364,23.136408,6267.417800,195514756.000000,12512944384.000000
rxCtr,9.328471,0.034657,4776.177147,17.742154,6268.732439,195355626.000000,12502760064.000000
