devDesc,mpps_avg,mpps_stdDev,mbit_avg,mbit_stdDev,wirembit_avg,bytes_total,packets_total
txCtr,6.859309,0.043275,3511.966027,22.156627,4609.455503,143810988.000000,9203903232.000000
rxCtr,6.808517,0.001925,3485.960734,0.977628,4575.323464,142607514.000000,9126880896.000000
