devDesc,mpps_avg,mpps_stdDev,mbit_avg,mbit_stdDev,wirembit_avg,bytes_total,packets_total
txCtr,10.113187,0.049232,5177.952855,25.207487,6796.062743,210499480.000000,13471966720.000000
rxCtr,6.497557,0.009661,3326.749529,4.942350,4366.358681,134944111.000000,8636423104.000000
