devDesc,mpps_avg,mpps_stdDev,mbit_avg,mbit_stdDev,wirembit_avg,bytes_total,packets_total
txCtr,6.613286,0.040987,3386.002204,20.985350,4444.127985,138517431.000000,8865115584.000000
rxCtr,6.622663,0.000562,3390.803881,0.294375,4450.430009,138517430.000000,8865115520.000000
