devDesc,mpps_avg,mpps_stdDev,mbit_avg,mbit_stdDev,wirembit_avg,bytes_total,packets_total
txCtr,7.013393,0.044714,3590.856998,22.894024,4712.999902,145656611.000000,9322023104.000000
rxCtr,6.961992,0.001241,3564.539656,0.637444,4678.458298,144398937.000000,9241531968.000000
