devDesc,mpps_avg,mpps_stdDev,mbit_avg,mbit_stdDev,wirembit_avg,bytes_total,packets_total
txCtr,9.326849,0.045896,4775.346106,23.499312,6267.641891,195386810.000000,12504755840.000000
rxCtr,9.337340,0.000690,4780.718276,0.356065,6274.692645,195386809.000000,12504755776.000000
