devDesc,mpps_avg,mpps_stdDev,mbit_avg,mbit_stdDev,wirembit_avg,bytes_total,packets_total
txCtr,14.864936,0.070332,7610.846574,36.010284,9989.236322,307236963.000000,19663165632.000000
rxCtr,9.381581,0.001391,4803.369937,0.718787,6304.422942,193704846.000000,12397110144.000000
