devDesc,mpps_avg,mpps_stdDev,mbit_avg,mbit_stdDev,wirembit_avg,bytes_total,packets_total
txCtr,10.406311,0.050353,5328.030675,25.781090,6993.040413,217789546.000000,13938530944.000000
rxCtr,10.358458,0.001206,5303.530834,0.621195,6960.884144,216530809.000000,13857971776.000000
