devDesc,mpps_avg,mpps_stdDev,mbit_avg,mbit_stdDev,wirembit_avg,bytes_total,packets_total
txCtr,8.503342,0.040800,4353.710776,20.889961,5714.245474,179074797.000000,11460787008.000000
rxCtr,8.505463,0.031166,4354.796842,15.958231,5715.670863,178935495.000000,11451871680.000000
