devDesc,mpps_avg,mpps_stdDev,mbit_avg,mbit_stdDev,wirembit_avg,bytes_total,packets_total
txCtr,8.223671,0.039548,4210.519063,20.249452,5526.306397,170789387.000000,10930520768.000000
rxCtr,8.232732,0.000559,4215.159083,0.293257,5532.396229,170789386.000000,10930520704.000000
