devDesc,mpps_avg,mpps_stdDev,mbit_avg,mbit_stdDev,wirembit_avg,bytes_total,packets_total
txCtr,10.131563,0.051517,5187.359886,26.378118,6808.410018,211794096.000000,13554822144.000000
rxCtr,6.780279,0.029332,3471.503116,15.018243,4556.347773,141618107.000000,9063558848.000000
