devDesc,mpps_avg,mpps_stdDev,mbit_avg,mbit_stdDev,wirembit_avg,bytes_total,packets_total
txCtr,9.389244,0.045500,4807.292470,23.296647,6309.571518,196609921.000000,12583034944.000000
rxCtr,9.372842,0.001179,4798.895224,0.601672,6298.549906,196052419.000000,12547354816.000000
