devDesc,mpps_avg,mpps_stdDev,mbit_avg,mbit_stdDev,wirembit_avg,bytes_total,packets_total
txCtr,14.863188,0.075949,7609.951731,38.885592,9988.061789,295519466.000000,18913245824.000000
rxCtr,9.384042,0.001196,4804.629491,0.610442,6306.076207,186354793.000000,11926706752.000000
