devDesc,mpps_avg,mpps_stdDev,mbit_avg,mbit_stdDev,wirembit_avg,bytes_total,packets_total
txCtr,14.863470,0.074803,7610.095721,38.298862,9988.250856,288935977.000000,18491902528.000000
rxCtr,9.402675,0.001508,4814.169914,0.767739,6318.597915,182568541.000000,11684386624.000000
