devDesc,mpps_avg,mpps_stdDev,mbit_avg,mbit_stdDev,wirembit_avg,bytes_total,packets_total
txCtr,14.864245,0.073080,7610.492870,37.417107,9988.772077,311541157.000000,19938634048.000000
rxCtr,10.348041,0.004791,5298.197052,2.450030,6953.883564,216642499.000000,13865119936.000000
