devDesc,mpps_avg,mpps_stdDev,mbit_avg,mbit_stdDev,wirembit_avg,bytes_total,packets_total
txCtr,10.118787,0.053964,5180.818530,27.628967,6799.824501,181615609.000000,11623398976.000000
rxCtr,6.515757,0.001102,3336.067851,0.565698,4378.588965,116797853.000000,7475062592.000000
