devDesc,mpps_avg,mpps_stdDev,mbit_avg,mbit_stdDev,wirembit_avg,bytes_total,packets_total
txCtr,14.865338,0.070096,7611.052360,35.888866,9989.506382,313567583.000000,20068325312.000000
rxCtr,9.354163,0.001260,4789.331901,0.644993,6285.998057,197114722.000000,12615342208.000000
