devDesc,mpps_avg,mpps_stdDev,mbit_avg,mbit_stdDev,wirembit_avg,bytes_total,packets_total
txCtr,14.864418,0.072450,7610.581385,37.094845,9988.888287,311227864.000000,19918583296.000000
rxCtr,8.494290,0.001704,4349.076689,0.872491,5708.163154,177659973.000000,11370238272.000000
