devDesc,mpps_avg,mpps_stdDev,mbit_avg,mbit_stdDev,wirembit_avg,bytes_total,packets_total
txCtr,10.091204,0.050663,5166.695924,25.940155,6781.288561,211492845.000000,13535542080.000000
rxCtr,6.775562,0.001666,3469.087965,0.857857,4553.177878,141847995.000000,9078271680.000000
