9123,1
9149,1
9152,1
9155,1
9158,1
9159,1
9160,1
9161,1
9165,1
9166,1
9168,1
9169,1
9170,2
9171,1
9174,1
9176,1
9177,2
9178,1
9179,1
9180,1
9181,1
9183,1
9184,3
9187,3
9188,1
9190,5
9191,1
9193,1
9194,1
9195,1
9196,1
9197,4
9200,5
9203,2
9204,2
9208,2
9209,2
9210,3
9212,2
9216,3
9218,2
9221,1
9223,1
9224,1
9225,1
9226,5
9228,3
9229,2
9230,1
9235,4
9238,3
9240,1
9241,1
9254,1
9256,1
9257,1
9258,2
9264,1
9271,1
9274,1
9277,1
9287,1
9323,1
9351,1
9357,1
9459,1
9831,1
9862,1
10522,1
23411,1
44845,1
135582,1
286260,1
543603,1
614958,1
615125,1
615335,1
615338,1
615422,1
615589,1
615605,1
615717,1
615751,1
615828,1
615851,1
615907,1
615928,1
615930,1
615977,1
616030,1
616038,1
616046,1
616069,1
616072,1
616082,1
616115,1
616128,1
616145,1
616156,1
616169,1
616174,1
616176,1
616190,1
616214,1
616227,1
616230,1
616240,1
616251,1
616262,1
616282,1
616307,1
616315,1
616323,1
616330,1
616341,1
616384,1
616389,1
616436,1
616437,1
616438,1
616453,1
616473,1
616510,1
616522,1
616539,1
616546,1
616567,1
616569,1
616579,1
616583,1
616586,1
616612,1
616616,1
616627,1
616642,1
616664,1
616665,1
616685,1
616692,1
616708,1
616710,1
616715,1
616720,1
616727,1
616728,1
616781,1
616790,1
616791,1
616797,1
616801,1
616802,1
616808,1
616823,1
616831,1
616840,1
616848,1
616858,1
616869,1
616878,1
616881,1
616886,1
616917,1
616928,1
616959,1
616968,1
616973,1
616982,1
616995,1
616997,1
617001,1
617008,1
617011,2
617024,1
617033,1
617054,1
617056,1
617071,1
617078,1
617082,1
617083,1
617088,1
617098,1
617120,1
617127,1
617143,1
617144,1
617184,1
617208,1
617211,1
617225,1
617227,1
617239,1
617280,1
617285,1
617299,1
617303,1
617325,1
617339,1
617352,1
617354,2
617355,2
617369,1
617395,1
617397,1
617424,1
617429,1
617435,1
617454,1
617458,1
617460,1
617464,1
617484,1
617485,1
617491,1
617501,1
617517,1
617520,1
617527,1
617528,1
617530,1
617532,1
617535,1
617538,1
617553,1
617555,1
617560,1
617578,1
617581,1
617613,1
617643,1
617656,1
617658,1
617659,1
617668,1
617710,1
617718,1
617720,1
617785,1
617811,1
617828,2
617839,1
617846,1
617861,1
617883,1
617915,1
617944,1
617954,1
617963,1
617982,1
617993,1
618003,1
618010,1
618013,1
618026,1
618032,1
618059,1
618075,1
618083,1
618109,1
618182,1
618189,1
618192,1
618200,1
618218,1
618244,1
618255,1
618287,1
618295,1
618301,2
618314,1
618362,1
618369,1
618370,1
618375,1
618382,1
618395,1
618448,1
618486,1
618499,1
618527,1
618544,1
618549,1
618563,1
618629,1
618658,1
618672,1
618706,1
618728,2
618778,1
618794,1
618835,1
618840,1
618857,1
618865,1
618900,1
618938,1
618994,1
619047,1
619064,2
619066,1
619080,1
619110,1
619161,1
619170,1
619245,1
619251,1
619339,1
619365,1
619392,1
619400,1
619509,1
619519,1
619579,1
619734,1
619755,1
619912,1
619939,1
619994,1
620025,1
620054,1
620391,1
620619,1
621950,1
622074,1
622659,1
