devDesc,mpps_avg,mpps_stdDev,mbit_avg,mbit_stdDev,wirembit_avg,bytes_total,packets_total
txCtr,14.864252,0.073279,7610.496742,37.518627,9988.777134,310486621.000000,19871143744.000000
rxCtr,8.513328,0.001222,4358.824422,0.632497,5720.956978,177636795.000000,11368754880.000000
