devDesc,mpps_avg,mpps_stdDev,mbit_avg,mbit_stdDev,wirembit_avg,bytes_total,packets_total
txCtr,8.223700,0.039372,4210.533793,20.149393,5526.325721,172580617.000000,11045159488.000000
rxCtr,8.232727,0.000654,4215.156309,0.351474,5532.392579,172580616.000000,11045159424.000000
