devDesc,mpps_avg,mpps_stdDev,mbit_avg,mbit_stdDev,wirembit_avg,bytes_total,packets_total
txCtr,10.105316,0.049237,5173.921334,25.209293,6790.771885,210127132.000000,13448136448.000000
rxCtr,6.727271,0.001331,3444.362584,0.681738,4520.725892,139746154.000000,8943753856.000000
