devDesc,mpps_avg,mpps_stdDev,mbit_avg,mbit_stdDev,wirembit_avg,bytes_total,packets_total
txCtr,8.333211,0.039809,4266.603376,20.382514,5599.917074,173234007.000000,11086976448.000000
rxCtr,8.342338,0.000653,4271.277228,0.336882,5606.051320,173234006.000000,11086976384.000000
