devDesc,mpps_avg,mpps_stdDev,mbit_avg,mbit_stdDev,wirembit_avg,bytes_total,packets_total
txCtr,14.861305,0.079311,7608.987561,40.607860,9986.796374,266089367.000000,17029719488.000000
rxCtr,9.332354,0.000877,4778.165255,0.453505,6271.341897,166873449.000000,10679900736.000000
