# started on Wed Jan  9 14:47:54 2019

2808380;;branch-instructions;3263709;100.00;;
68832;;branch-misses;8390811;100.00;2.45;of all branches
381;;cache-misses;11649006;100.00;0.409;of all cache refs
93176;;cache-references;16792999;100.00;;
31231246;;cpu-cycles;14752398;81.88;;
69776613;;instructions;17512392;84.29;2.23;insn per cycle
;;;;;0.25;stalled cycles per insn
47494878;;ref-cycles;23860517;87.97;;
17783483;;idle-cycles-frontend;22548249;72.88;56.94;frontend cycles idle
258773;;L1-dcache-load-misses;22297885;65.68;0.85;of all L1-dcache hits
30402268;;L1-dcache-loads;8153127;20.86;;
199309;;L1-dcache-prefetch-misses;7595211;16.27;;
177053;;L1-dcache-store-misses;17118000;30.45;;
18632346;;L1-dcache-stores;17130967;26.84;;
270247;;L1-icache-load-misses;12839099;18.59;;
1179;;LLC-load-misses;12885715;16.80;0.56;of all LL-cache hits
211621;;LLC-loads;19588405;23.49;;
75;;LLC-prefetch-misses;11826567;13.36;;
381340;;LLC-prefetches;12138158;12.70;;
207;;LLC-store-misses;15605453;14.99;;
14163;;LLC-stores;18861475;16.49;;
946945;;branch-load-misses;18997332;16.59;;
97662859;;branch-loads;18997332;16.59;;
87463;;dTLB-load-misses;10406160;9.08;0.00;of all dTLB cache hits
<not counted>;;dTLB-loads;0;0.00;;
<not counted>;;dTLB-store-misses;0;100.00;;
<not counted>;;dTLB-stores;0;100.00;;
<not counted>;;iTLB-load-misses;0;100.00;;
<not counted>;;node-load-misses;0;100.00;;
<not counted>;;node-loads;0;100.00;;
<not counted>;;node-prefetch-misses;0;100.00;;
<not counted>;;node-prefetches;0;100.00;;
<not counted>;;node-store-misses;0;100.00;;
<not counted>;;node-stores;0;100.00;;
