# started on Wed Jan  9 14:53:17 2019

651308;;branch-instructions;739624;100.00;;
37032;;branch-misses;4559134;100.00;5.69;of all branches
433;;cache-misses;12953970;100.00;0.549;of all cache refs
78823;;cache-references;14210737;100.00;;
26920046;;cpu-cycles;14786697;95.24;;
58926304;;instructions;16855105;95.80;2.19;insn per cycle
;;;;;0.23;stalled cycles per insn
37406262;;ref-cycles;20671768;96.55;;
13749336;;idle-cycles-frontend;19358852;80.94;51.07;frontend cycles idle
248413;;L1-dcache-load-misses;17290574;57.17;0.99;of all L1-dcache hits
25081321;;L1-dcache-loads;7642980;24.22;;
97477;;L1-dcache-prefetch-misses;2867673;8.66;;
93692;;L1-dcache-store-misses;4054488;11.38;;
11576131;;L1-dcache-stores;6319595;16.03;;
187431;;L1-icache-load-misses;4446957;11.10;;
108;;LLC-load-misses;4452228;10.15;0.07;of all LL-cache hits
151440;;LLC-loads;10738329;21.40;;
25;;LLC-prefetch-misses;16745726;27.62;;
221324;;LLC-prefetches;16087940;24.28;;
536;;LLC-store-misses;6939616;10.27;;
9481;;LLC-stores;6441089;8.86;;
647282;;branch-load-misses;12147862;15.49;;
72907776;;branch-loads;18480976;21.81;;
68104;;dTLB-load-misses;20051290;22.88;0.09;of all dTLB cache hits
73849707;;dTLB-loads;6709861;7.34;;
7043;;dTLB-store-misses;6336542;6.74;;
28697390;;dTLB-stores;6327165;6.47;;
22664;;iTLB-load-misses;6887788;6.83;;
0;;node-load-misses;8196924;7.73;;
784;;node-loads;16132848;14.16;;
0;;node-prefetch-misses;7935924;6.97;;
<not counted>;;node-prefetches;0;0.00;;
<not counted>;;node-store-misses;0;100.00;;
<not counted>;;node-stores;0;100.00;;
