# started on Fri Jan 11 21:51:23 2019

108111931;;branch-instructions;3031727;2.40;;
1040594;;branch-misses;15861573;12.55;0.96;of all branches
2690;;cache-misses;31913624;25.24;0.437;of all cache refs
223353882;;ref-cycles;36586570;28.94;;
615680;;cache-references;46355999;36.66;;
892695;;L1-dcache-load-misses;36151459;28.59;0.87;of all L1-dcache hits
102829904;;L1-dcache-loads;71119460;56.24;;
326573;;L1-dcache-store-misses;73025724;57.75;;
34717876;;L1-dcache-stores;6073982;4.80;;
178;;LLC-load-misses;1419137;1.12;0.00;of all LL-cache hits
<not counted>;;LLC-loads;0;0.00;;
<not counted>;;LLC-store-misses;0;0.00;;
<not counted>;;LLC-stores;0;0.00;;
<not counted>;;branch-load-misses;0;0.00;;
<not counted>;;branch-loads;0;0.00;;
