# started on Fri Jan 11 21:33:44 2019

94377685;;branch-instructions;15665028;14.01;;
906296;;branch-misses;18536550;16.58;0.96;of all branches
616;;cache-misses;22977287;100.00;0.297;of all cache refs
53392800;;ref-cycles;30592971;100.00;;
207164;;cache-references;31784284;83.16;;
351262;;L1-dcache-load-misses;26198753;60.59;0.83;of all L1-dcache hits
42153238;;L1-dcache-loads;13336909;25.87;;
177226;;L1-dcache-store-misses;14631821;25.28;;
20284811;;L1-dcache-stores;21661217;29.58;;
667;;LLC-load-misses;32099844;35.68;0.25;of all LL-cache hits
269282;;LLC-loads;25581573;25.89;;
218;;LLC-store-misses;12704645;12.37;;
13613;;LLC-stores;11488401;10.42;;
924934;;branch-load-misses;12984734;11.62;;
95594425;;branch-loads;12984734;11.62;;
