# started on Fri Jan 11 21:28:22 2019

98113770;;branch-instructions;27907175;24.00;;
249450;;branch-misses;30531289;100.00;0.25;of all branches
1014;;cache-misses;33158039;100.00;0.397;of all cache refs
74924500;;ref-cycles;42902755;100.00;;
255293;;cache-references;21792701;43.96;;
453062;;L1-dcache-load-misses;27940530;47.78;0.78;of all L1-dcache hits
58173085;;L1-dcache-loads;24139913;32.75;;
217073;;L1-dcache-store-misses;20350773;25.82;;
26109867;;L1-dcache-stores;16920877;18.67;;
325;;LLC-load-misses;22969581;18.16;0.10;of all LL-cache hits
334127;;LLC-loads;19456014;15.38;;
233;;LLC-store-misses;14631440;11.57;;
16375;;LLC-stores;6341701;5.01;;
1050747;;branch-load-misses;6344721;5.02;;
109314454;;branch-loads;6347771;5.02;;
