# started on Fri Jan 11 21:31:26 2019

4845674;;branch-instructions;5863288;100.00;;
111976;;branch-misses;13825645;100.00;2.31;of all branches
952;;cache-misses;21721750;100.00;0.424;of all cache refs
55938060;;ref-cycles;31856052;100.00;;
224408;;cache-references;36198766;86.30;;
409493;;L1-dcache-load-misses;36421120;72.48;0.85;of all L1-dcache hits
48311111;;L1-dcache-loads;17100946;28.96;;
200704;;L1-dcache-store-misses;21623189;30.09;;
25027846;;L1-dcache-stores;29879479;33.60;;
501;;LLC-load-misses;33104900;31.54;0.16;of all LL-cache hits
305941;;LLC-loads;22325926;20.07;;
142;;LLC-store-misses;6278866;5.64;;
<not counted>;;LLC-stores;0;0.00;;
<not counted>;;branch-load-misses;0;100.00;;
<not counted>;;branch-loads;0;100.00;;
