# started on Fri Jan 11 21:30:40 2019

96949252;;branch-instructions;32373510;28.82;;
923231;;branch-misses;20833473;18.55;0.95;of all branches
529;;cache-misses;14515089;100.00;0.451;of all cache refs
31937620;;ref-cycles;18311380;100.00;;
117248;;cache-references;21056864;94.12;;
242184;;L1-dcache-load-misses;23230292;74.55;0.77;of all L1-dcache hits
31508815;;L1-dcache-loads;16409465;42.31;;
149925;;L1-dcache-store-misses;18428419;37.16;;
16423752;;L1-dcache-stores;17087232;30.58;;
775;;LLC-load-misses;17835364;26.45;0.39;of all LL-cache hits
197625;;LLC-loads;20363051;26.71;;
88;;LLC-store-misses;13945547;17.14;;
11209;;LLC-stores;23184551;23.32;;
930874;;branch-load-misses;36087264;32.13;;
97156305;;branch-loads;36087264;32.13;;
