# started on Fri Jan 11 21:46:01 2019

17482196;;branch-instructions;22655976;100.00;;
196542;;branch-misses;25029843;100.00;1.12;of all branches
824;;cache-misses;30955951;100.00;0.246;of all cache refs
62605360;;ref-cycles;37353044;100.00;;
334741;;cache-references;23900486;51.44;;
585623;;L1-dcache-load-misses;32094069;56.18;1.16;of all L1-dcache hits
50697213;;L1-dcache-loads;19913230;30.00;;
285703;;L1-dcache-store-misses;19255632;25.21;;
26595938;;L1-dcache-stores;19124409;22.37;;
808;;LLC-load-misses;10911929;12.50;0.24;of all LL-cache hits
331766;;LLC-loads;1790474;2.05;;
<not counted>;;LLC-store-misses;0;0.00;;
<not counted>;;LLC-stores;0;100.00;;
<not counted>;;branch-load-misses;0;100.00;;
<not counted>;;branch-loads;0;100.00;;
