# started on Fri Jan 11 21:36:48 2019

81928893;;branch-instructions;47348666;45.97;;
832225;;branch-misses;43805094;42.53;1.02;of all branches
920;;cache-misses;44993126;43.69;0.152;of all cache refs
176816624;;ref-cycles;50057605;48.60;;
605133;;cache-references;43529428;42.27;;
901024;;L1-dcache-load-misses;22183747;21.56;3.42;of all L1-dcache hits
26362448;;L1-dcache-loads;13475315;41.16;;
128398;;L1-dcache-store-misses;14234959;35.93;;
13176371;;L1-dcache-stores;12012773;26.84;;
169;;LLC-load-misses;10005182;20.16;0.10;of all LL-cache hits
173316;;LLC-loads;9740816;17.87;;
70;;LLC-store-misses;7338450;12.88;;
8288;;LLC-stores;4344805;7.38;;
482940;;branch-load-misses;10341341;15.95;;
50286251;;branch-loads;12836775;19.07;;
