# started on Sun Jan 13 18:09:13 2019

91830998;;branch-instructions;51937746;46.42;;
895517;;branch-misses;49844322;44.55;0.98;of all branches
1531;;cache-misses;55847528;49.92;0.256;of all cache refs
195493585;;ref-cycles;66637985;59.56;;
598033;;cache-references;63264096;56.54;;
881256;;L1-dcache-load-misses;36613734;32.76;2.72;of all L1-dcache hits
32414817;;L1-dcache-loads;7744017;19.42;;
143265;;L1-dcache-store-misses;4977035;11.75;;
13264363;;L1-dcache-stores;4977133;11.09;;
161;;LLC-load-misses;5006426;10.57;0.10;of all LL-cache hits
154928;;LLC-loads;6226939;12.19;;
66;;LLC-store-misses;7526512;13.71;;
8413;;LLC-stores;9627182;15.86;;
531381;;branch-load-misses;14476304;22.08;;
57571774;;branch-loads;21057946;29.19;;
