# started on Sun Jan 13 18:53:44 2019

107450903;;branch-instructions;17351960;14.06;;
1011759;;branch-misses;17419226;14.13;0.94;of all branches
606;;cache-misses;20694178;100.00;0.345;of all cache refs
55351700;;ref-cycles;31320469;100.00;;
175815;;cache-references;29420494;83.48;;
272722;;L1-dcache-load-misses;20697241;54.30;0.85;of all L1-dcache hits
32154882;;L1-dcache-loads;5494218;13.49;;
123624;;L1-dcache-store-misses;5248358;12.10;;
13114054;;L1-dcache-stores;5223427;11.36;;
206;;LLC-load-misses;6528573;13.09;0.15;of all LL-cache hits
135898;;LLC-loads;6552097;12.48;;
269;;LLC-store-misses;62134376;55.46;;
12570;;LLC-stores;70918888;57.46;;
1013383;;branch-load-misses;70918888;57.46;;
107646374;;branch-loads;70918888;57.46;;
