# started on Sun Jan 13 18:26:07 2019

95683182;;branch-instructions;19480307;17.34;;
919347;;branch-misses;16132374;14.36;0.96;of all branches
4299;;cache-misses;16215294;14.44;2.154;of all cache refs
44250660;;ref-cycles;25212374;100.00;;
199624;;cache-references;34828227;92.08;;
375150;;L1-dcache-load-misses;40947018;87.78;0.90;of all L1-dcache hits
41653629;;L1-dcache-loads;13296035;26.01;;
187760;;L1-dcache-store-misses;17354292;27.12;;
19277900;;L1-dcache-stores;19163314;27.27;;
912;;LLC-load-misses;19626168;23.47;0.38;of all LL-cache hits
240890;;LLC-loads;20609531;22.67;;
101;;LLC-store-misses;12373829;12.89;;
13049;;LLC-stores;11046779;10.84;;
905041;;branch-load-misses;18662189;17.03;;
96066476;;branch-loads;21480205;19.11;;
