# started on Sun Jan 13 19:33:39 2019

109500086;;branch-instructions;2951692;2.37;;
34580;;branch-misses;4258750;100.00;0.03;of all branches
1312;;cache-misses;28321666;100.00;0.904;of all cache refs
53054360;;ref-cycles;29617795;100.00;;
145103;;cache-references;30926909;100.00;;
227694;;L1-dcache-load-misses;29285164;90.84;0.79;of all L1-dcache hits
29003113;;L1-dcache-loads;5494601;15.09;;
144270;;L1-dcache-store-misses;21413177;39.91;;
15129121;;L1-dcache-stores;2865760;5.07;;
3057;;LLC-load-misses;63528817;53.62;1.05;of all LL-cache hits
292476;;LLC-loads;64585677;53.33;;
495;;LLC-store-misses;6035892;4.85;;
12809;;LLC-stores;3422088;2.75;;
1037354;;branch-load-misses;3422088;2.75;;
110183376;;branch-loads;3422088;2.75;;
