# started on Sun Jan 13 18:36:51 2019

90223652;;branch-instructions;66162103;60.02;;
879073;;branch-misses;68676770;62.30;0.97;of all branches
1054;;cache-misses;67372411;61.12;0.174;of all cache refs
190739328;;ref-cycles;68753490;62.37;;
607462;;cache-references;63514293;57.62;;
913537;;L1-dcache-load-misses;16432654;14.92;5.22;of all L1-dcache hits
17504084;;L1-dcache-loads;6988807;32.51;;
77245;;L1-dcache-store-misses;8310605;32.82;;
9601593;;L1-dcache-stores;11344867;34.54;;
576;;LLC-load-misses;9990366;28.29;0.49;of all LL-cache hits
116693;;LLC-loads;4966544;13.14;;
32;;LLC-store-misses;6572123;15.69;;
5265;;LLC-stores;6833986;15.31;;
401328;;branch-load-misses;10659430;21.99;;
44346465;;branch-loads;14474035;27.68;;
