# started on Sun Jan 13 17:30:05 2019

99855180;;branch-instructions;21177484;20.17;;
783522;;branch-misses;25070219;23.88;0.78;of all branches
2383;;cache-misses;18724320;17.83;0.410;of all cache refs
183667512;;ref-cycles;26350337;25.10;;
580867;;cache-references;29664005;28.28;;
293039;;L1-dcache-load-misses;28312070;77.25;0.77;of all L1-dcache hits
37999570;;L1-dcache-loads;14824232;32.07;;
184009;;L1-dcache-store-misses;14666717;28.58;;
20532698;;L1-dcache-stores;15272745;24.84;;
844;;LLC-load-misses;19576090;27.61;0.44;of all LL-cache hits
193352;;LLC-loads;16399911;21.05;;
99;;LLC-store-misses;14766922;17.24;;
8091;;LLC-stores;10362563;11.74;;
740581;;branch-load-misses;23243841;22.98;;
99074533;;branch-loads;25842035;24.91;;
