# started on Sun Jan 13 17:39:18 2019

84462004;;branch-instructions;50063912;48.15;;
836583;;branch-misses;43938642;42.25;0.99;of all branches
772;;cache-misses;41471604;39.88;0.127;of all cache refs
179440352;;ref-cycles;46527256;44.74;;
605698;;cache-references;41048073;39.47;;
925301;;L1-dcache-load-misses;22185881;21.36;3.95;of all L1-dcache hits
23432513;;L1-dcache-loads;9802307;33.89;;
107486;;L1-dcache-store-misses;7362563;23.43;;
10303050;;L1-dcache-stores;6166312;17.57;;
178;;LLC-load-misses;9674903;23.54;0.12;of all LL-cache hits
148237;;LLC-loads;14530947;29.28;;
72;;LLC-store-misses;14697805;26.34;;
9117;;LLC-stores;14797011;22.97;;
552090;;branch-load-misses;20946975;29.68;;
66421086;;branch-loads;32437425;39.53;;
