# started on Sun Jan 13 19:22:54 2019

105362597;;branch-instructions;38698016;31.62;;
1001134;;branch-misses;36983776;30.22;0.95;of all branches
2426;;cache-misses;36984581;30.22;0.396;of all cache refs
215570586;;ref-cycles;38294012;31.29;;
612198;;cache-references;45249226;37.01;;
349225;;L1-dcache-load-misses;44601269;95.79;0.80;of all L1-dcache hits
43543576;;L1-dcache-loads;7868945;14.81;;
154783;;L1-dcache-store-misses;7869479;14.46;;
16015792;;L1-dcache-stores;2620518;4.70;;
175;;LLC-load-misses;9048172;14.25;0.10;of all LL-cache hits
179454;;LLC-loads;9051679;13.97;;
76;;LLC-store-misses;2613665;3.95;;
8977;;LLC-stores;20856208;24.35;;
983565;;branch-load-misses;55500550;46.14;;
103179212;;branch-loads;56810581;46.72;;
