# started on Sun Jan 13 19:02:57 2019

93614520;;branch-instructions;32315117;29.72;;
995188;;branch-misses;47219281;39.01;1.06;of all branches
2503;;cache-misses;36701864;30.32;0.378;of all cache refs
210623468;;ref-cycles;40644363;33.58;;
662365;;cache-references;38351677;31.69;;
912862;;L1-dcache-load-misses;18361887;15.19;2.70;of all L1-dcache hits
33855157;;L1-dcache-loads;13104660;31.29;;
143491;;L1-dcache-store-misses;15077732;29.92;;
18322383;;L1-dcache-stores;21389252;33.80;;
735;;LLC-load-misses;21114019;29.53;0.38;of all LL-cache hits
192011;;LLC-loads;13359215;17.43;;
82;;LLC-store-misses;7751030;9.78;;
10104;;LLC-stores;14130909;15.57;;
835137;;branch-load-misses;24636977;24.33;;
90372850;;branch-loads;27271243;26.25;;
